         178517894 function calls (177366111 primitive calls) in 57.099 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:725(find_spec)
       17    0.000    0.000    0.000    0.000 argparse.py:214(__init__)
        3    0.000    0.000    0.083    0.028 frame.py:5853(_combine_frame)
        6    0.000    0.000    0.000    0.000 managers.py:592(astype)
        1    0.000    0.000    3.590    3.590 deprecation.py:391(wrapper)
        4    0.000    0.000    0.000    0.000 text.py:223(_get_xy_display)
        1    0.000    0.000    0.000    0.000 _strptime.py:49(__init__)
        9    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
        1    0.000    0.000    0.000    0.000 frequencies.py:230(get_freq)
        6    0.000    0.000    0.000    0.000 text.py:535(set_clip_box)
        1    0.000    0.000    0.000    0.000 figure.py:1651(clf)
       24    0.000    0.000    0.000    0.000 relativedelta.py:172(<genexpr>)
        4    0.000    0.000    0.000    0.000 missing.py:587(_cast_values_for_fillna)
        9    0.000    0.000    0.000    0.000 offsetbox.py:240(set_offset)
       15    0.000    0.000    0.000    0.000 base.py:5623(ensure_has_len)
       17    0.000    0.000    0.000    0.000 argparse.py:582(_metavar_formatter)
       64    0.000    0.000    0.000    0.000 relativedelta.py:195(<genexpr>)
       42    0.000    0.000    0.000    0.000 backend_bases.py:637(flipy)
        2    0.000    0.000    0.000    0.000 _base.py:2602(<listcomp>)
        1    0.000    0.000    0.000    0.000 _base.py:2691(set_axisbelow)
        3    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(inv)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:348(_get_key)
       17    0.000    0.000    0.000    0.000 argparse.py:1539(_check_conflict)
       25    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        4    0.000    0.000    0.000    0.000 transforms.py:1731(transform_path_affine)
       26    0.000    0.000    0.000    0.000 offsetbox.py:557(<listcomp>)
        9    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(can_cast)
        6    0.000    0.000    0.000    0.000 transforms.py:2377(transform_path_non_affine)
        8    0.000    0.000    0.000    0.000 backend_bases.py:2185(mpl_connect)
        1    0.000    0.000    0.000    0.000 ticker.py:2222(view_limits)
        1    0.000    0.000    0.000    0.000 _subplots.py:129(update_params)
        5    0.000    0.000    0.001    0.000 _base.py:945(<genexpr>)
        1    0.000    0.000    0.000    0.000 copy.py:66(copy)
        9    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
       12    0.000    0.000    0.000    0.000 argparse.py:2237(_get_nargs_pattern)
       24    0.000    0.000    0.000    0.000 argparse.py:2134(_parse_optional)
        1    0.000    0.000    0.096    0.096 __init__.py:812(callit)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:376(cached)
       12    0.000    0.000    0.000    0.000 dates.py:1057(__init__)
        5    0.000    0.000    0.000    0.000 offsetbox.py:356(__init__)
        2    0.000    0.000    0.000    0.000 range.py:205(<listcomp>)
        6    0.000    0.000    0.000    0.000 offsetbox.py:690(get_transform)
       34    0.000    0.000    0.000    0.000 common.py:194(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:2189(wm_protocol)
        8    0.000    0.000    0.000    0.000 managers.py:220(set_axis)
        2    0.000    0.000    0.000    0.000 figure.py:1704(<lambda>)
        2    0.000    0.000    0.000    0.000 patches.py:2624(set_bounds)
       72    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 console.py:8(get_console_size)
       19    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
        4    0.000    0.000    0.000    0.000 ticker.py:1681(nonsingular)
        2    0.000    0.000    0.000    0.000 _base.py:224(_getdefaults)
       10    0.000    0.000    0.000    0.000 artist.py:719(set_clip_box)
        4    0.000    0.000    0.000    0.000 _base.py:2432(tol)
       20    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
        2    0.000    0.000    0.000    0.000 transforms.py:1298(contains_branch)
       10    0.000    0.000    0.000    0.000 patches.py:302(set_antialiased)
       26    0.000    0.000    0.000    0.000 offsetbox.py:552(<listcomp>)
        2    0.000    0.000    0.000    0.000 posixpath.py:140(basename)
        7    0.000    0.000    0.000    0.000 datetimelike.py:524(__array__)
        2    0.000    0.000    0.000    0.000 offsetbox.py:661(__init__)
        5    0.000    0.000    0.000    0.000 base.py:3838(values)
        2    0.000    0.000    0.000    0.000 range.py:198(_format_with_header)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:526(_validate_timestamp_pyc)
       20    0.000    0.000    0.000    0.000 format.py:768(<genexpr>)
       29    0.000    0.000    0.000    0.000 axis.py:153(<dictcomp>)
       16    0.000    0.000    0.000    0.000 rrule.py:563(<genexpr>)
        4    0.000    0.000    0.000    0.000 core.py:672(getdata)
       34    0.000    0.000    0.000    0.000 markers.py:310(get_snap_threshold)
       17    0.000    0.000    0.000    0.000 argparse.py:591(format)
        1    0.000    0.000    0.000    0.000 RandomForest.py:16(__init__)
        1    0.000    0.000    0.000    0.000 legend.py:1215(_parse_legend_args)
        9    0.000    0.000    0.000    0.000 _virtualenv.py:54(find_spec)
       34    0.000    0.000    0.000    0.000 markers.py:304(get_alt_path)
       21    0.000    0.000    0.000    0.000 typing.py:669(<genexpr>)
       14    0.000    0.000    0.000    0.000 parsers.py:1528(<genexpr>)
        1    0.000    0.000    0.000    0.000 stats.py:280(cum_returns_final)
       16    0.000    0.000    0.000    0.000 ticker.py:556(set_useMathText)
        1    0.000    0.000    0.000    0.000 _base.py:3064(get_xlim)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
       20    0.000    0.000    0.000    0.000 format.py:775(<genexpr>)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(isclose)
       20    0.000    0.000    0.000    0.000 format.py:1787(<genexpr>)
        1    0.000    0.000    0.000    0.000 axis.py:1963(_get_offset_text)
        5    0.000    0.000    0.000    0.000 six.py:180(find_module)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:1569(nanstd)
        1    0.000    0.000    0.000    0.000 __init__.py:1392(__init__)
       10    0.000    0.000    0.000    0.000 sre_parse.py:96(closegroup)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        1    0.000    0.000    0.000    0.000 stats.py:408(annual_return)
        8    0.000    0.000    0.000    0.000 rrule.py:103(__iter__)
       28    0.000    0.000    0.000    0.000 parsers.py:1235(_is_index_col)
        1    0.000    0.000    0.000    0.000 axis.py:2252(_get_offset_text)
        1    0.000    0.000    0.000    0.000 _strptime.py:91(<listcomp>)
        2    0.000    0.000    0.000    0.000 _base.py:800(_update_transScale)
       34    0.000    0.000    0.000    0.000 lines.py:896(get_drawstyle)
        8    0.000    0.000    0.000    0.000 base.py:1213(_get_names)
       34    0.000    0.000    0.000    0.000 markers.py:298(get_path)
       21    0.000    0.000    0.000    0.000 text.py:230(_get_multialignment)
        2    0.000    0.000    0.000    0.000 {method 'getvar' of '_tkinter.tkapp' objects}
        1    0.000    0.000    0.000    0.000 figure.py:111(add)
        1    0.000    0.000    0.001    0.001 _base.py:930(_gen_axes_spines)
        2    0.000    0.000    0.000    0.000 patches.py:688(draw)
       12    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        2    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.generic' objects}
        2    0.000    0.000    0.004    0.002 frame.py:4311(fillna)
        3    0.000    0.000    0.000    0.000 linalg.py:102(get_linalg_error_extobj)
       34    0.000    0.000    0.000    0.000 markers.py:263(get_joinstyle)
        3    0.000    0.000    0.000    0.000 artist.py:1017(set_label)
       34    0.000    0.000    0.000    0.000 markers.py:266(get_capstyle)
        8    0.000    0.000    0.000    0.000 text.py:777(get_fontsize)
        1    0.000    0.000    0.016    0.016 _backend_tk.py:446(_get_toolbar)
       16    0.000    0.000    0.000    0.000 ticker.py:532(set_useOffset)
        3    0.000    0.000    0.000    0.000 _base.py:3241(get_xscale)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:40(_relax_case)
        7    0.000    0.000    0.000    0.000 inference.py:96(is_file_like)
        7    0.000    0.000    0.000    0.000 parsers.py:3337(_make_date_converter)
        1    0.000    0.000    0.000    0.000 config.py:394(__init__)
        1    0.000    0.000    0.000    0.000 _optional.py:61(import_optional_dependency)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:367(__subclasshook__)
        8    0.000    0.000    0.000    0.000 text.py:350(<listcomp>)
       10    0.000    0.000    0.000    0.000 format.py:1777(_is_number)
        2    0.000    0.000    0.000    0.000 dates.py:1923(default_units)
        1    0.000    0.000    0.000    0.000 _subplots.py:216(subplot_class_factory)
        4    0.000    0.000    0.000    0.000 base.py:909(format)
        3    0.000    0.000    0.000    0.000 __init__.py:3110(__init__)
       20    0.000    0.000    0.000    0.000 offsetbox.py:853(get_minimumdescent)
        2    0.000    0.000    0.000    0.000 transforms.py:1318(contains_branch_seperately)
        5    0.000    0.000    0.000    0.000 series.py:392(_can_hold_na)
        1    0.000    0.000    0.000    0.000 _base.py:3475(get_ylim)
       10    0.000    0.000    0.000    0.000 format.py:1299(_value_formatter)
       19    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
      8/4    0.000    0.000    0.000    0.000 transforms.py:2348(<lambda>)
        7    0.000    0.000    0.000    0.000 _backend_tk.py:675(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:200(__getitem__)
        1    0.000    0.000    0.000    0.000 strings.py:2017(wrapper)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(result_type)
        4    0.000    0.000    0.001    0.000 _strptime.py:261(compile)
        9    0.000    0.000    0.000    0.000 patches.py:491(set_hatch)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1010(path_stats)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:261(draw_idle)
        8    0.000    0.000    0.000    0.000 transforms.py:286(x0)
        1    0.000    0.000    0.000    0.000 legend.py:813(<listcomp>)
       25    0.000    0.000    0.000    0.000 numeric.py:150(is_all_dates)
        1    0.000    0.000    0.000    0.000 cast.py:1630(maybe_cast_to_integer_array)
        3    0.000    0.000    0.000    0.000 linalg.py:107(_makearray)
        7    0.000    0.000    0.000    0.000 range.py:214(start)
        6    0.000    0.000    0.000    0.000 text.py:528(_update_clip_properties)
       13    0.000    0.000    0.000    0.000 __init__.py:4012(__str__)
        8    0.000    0.000    0.000    0.000 function_base.py:2140(<listcomp>)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:456(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 nanfunctions.py:228(nanmin)
        8    0.000    0.000    0.000    0.000 pathlib.py:1045(_init)
        6    0.000    0.000    0.000    0.000 format.py:1798(_has_names)
        2    0.000    0.000    0.000    0.000 numeric.py:323(full_like)
        3    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
       11    0.000    0.000    0.000    0.000 parse.py:399(_checknetloc)
       12    0.000    0.000    0.000    0.000 offsetbox.py:462(<listcomp>)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:1816(nonzero)
       10    0.000    0.000    0.000    0.000 transforms.py:296(y0)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2240(mpl_disconnect)
        2    0.000    0.000    0.000    0.000 transforms.py:1632(_init)
        2    0.000    0.000    0.000    0.000 transforms.py:1669(set)
        2    0.000    0.000    0.000    0.000 _base.py:142(set_prop_cycle)
        1    0.000    0.000    0.000    0.000 __init__.py:824(after_idle)
        5    0.000    0.000    0.000    0.000 six.py:184(find_module)
       21    0.000    0.000    0.000    0.000 enum.py:664(value)
        1    0.000    0.000    0.000    0.000 figure.py:1423(_add_axes_internal)
        8    0.000    0.000    0.000    0.000 ticker.py:1819(__call__)
        4    0.000    0.000    0.000    0.000 offsetbox.py:739(add_artist)
        1    0.000    0.000    0.000    0.000 gridspec.py:31(__init__)
        4    0.000    0.000    0.000    0.000 format.py:1041(show_row_idx_names)
        1    0.000    0.000    3.590    3.590 _backend_tk.py:915(mainloop)
        3    0.000    0.000    0.000    0.000 gettext.py:675(dgettext)
       16    0.000    0.000    0.000    0.000 calendar.py:100(isleap)
        7    0.000    0.000    0.000    0.000 _base.py:2470(_get_axis_list)
       21    0.000    0.000    0.000    0.000 text.py:255(get_rotation_mode)
        2    0.000    0.000    0.000    0.000 weakref.py:51(_cb)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:99(_path_isfile)
        3    0.000    0.000    0.000    0.000 stats.py:134(_adjust_returns)
        1    0.000    0.000    0.000    0.000 patches.py:2408(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:643(deletecommand)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:90(_path_is_mode_type)
        1    0.000    0.000    0.000    0.000 legend.py:938(set_title)
        1    0.000    0.000    0.000    0.000 figure.py:1100(_process_projection_requirements)
        9    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        1    0.000    0.000    0.000    0.000 figure.py:1089(fixlist)
        1    0.000    0.000    0.000    0.000 _strptime.py:84(<listcomp>)
        2    0.000    0.000    0.000    0.000 patches.py:665(_update_transform)
        4    0.000    0.000    0.000    0.000 transforms.py:1520(transform_path_affine)
        1    0.000    0.000    0.000    0.000 _strptime.py:152(__calc_timezone)
        2    0.000    0.000    0.000    0.000 transforms.py:1623(__init__)
        6    0.000    0.000    0.000    0.000 axis.py:822(get_scale)
        1    0.000    0.000    0.000    0.000 __init__.py:800(after)
        2    0.000    0.000    0.000    0.000 mathtext.py:3316(__init__)
       22    0.000    0.000    0.000    0.000 parse.py:99(_noop)
        1    0.000    0.000    0.000    0.000 legend.py:1199(_get_legend_handles_labels)
        2    0.000    0.000    0.000    0.000 argparse.py:1400(add_argument_group)
       31    0.000    0.000    0.000    0.000 ticker.py:295(_set_locator)
        4    0.000    0.000    0.000    0.000 transforms.py:2342(_iter_break_from_left_to_right)
        4    0.000    0.000    0.000    0.000 codecs.py:186(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:601(push)
        2    0.000    0.000    0.000    0.000 __init__.py:1605(index_of)
        1    0.000    0.000    0.000    0.000 frequencies.py:299(ydiffs)
        6    0.000    0.000    0.000    0.000 __init__.py:626(clear)
        7    0.000    0.000    0.000    0.000 ast.py:68(_convert_signed_num)
        2    0.000    0.000    0.003    0.002 __init__.py:1639(configure)
        8    0.000    0.000    0.000    0.000 function_base.py:2189(<listcomp>)
        1    0.000    0.000    0.000    0.000 _strptime.py:95(__calc_am_pm)
        4    0.000    0.000    0.000    0.000 format.py:1033(has_index_names)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:109(set_active)
        6    0.000    0.000    0.000    0.000 linalg.py:112(isComplexType)
       12    0.000    0.000    0.000    0.000 argparse.py:892(__call__)
        1    0.000    0.000    0.000    0.000 roperator.py:8(radd)
        2    0.000    0.000    0.003    0.002 __init__.py:2788(create_image)
        1    0.000    0.000    0.000    0.000 utils.py:10(<dictcomp>)
        2    0.000    0.000    0.000    0.000 managers.py:1812(_simple_blockify)
        4    0.000    0.000    0.000    0.000 transforms.py:1509(transform_path)
       21    0.000    0.000    0.000    0.000 transforms.py:2053(get_matrix)
        1    0.000    0.000    0.000    0.000 copy.py:258(_reconstruct)
        1    0.000    0.000    0.000    0.000 copyreg.py:99(_slotnames)
        4    0.000    0.000    0.000    0.000 legend_handler.py:63(_update_prop)
        1    0.000    0.000    0.000    0.000 cast.py:643(infer_dtype_from_scalar)
        7    0.000    0.000    0.000    0.000 ast.py:64(_convert_num)
        7    0.000    0.000    0.000    0.000 __init__.py:60(__hash__)
        3    0.000    0.000    0.000    0.000 linalg.py:200(_assert_stacked_square)
       16    0.000    0.000    0.000    0.000 function_base.py:2141(<genexpr>)
        4    0.000    0.000    0.000    0.000 spines.py:226(register_axis)
        2    0.000    0.000    0.000    0.000 format.py:1067(<listcomp>)
        1    0.000    0.000    0.000    0.000 frame.py:717(_info_repr)
        1    0.000    0.000    0.000    0.000 rcsetup.py:123(validate_bool)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        2    0.000    0.000    0.000    0.000 __init__.py:573(__init__)
        1    0.000    0.000    0.000    0.000 figure.py:513(set_constrained_layout)
        5    0.000    0.000    0.000    0.000 managers.py:1617(_can_hold_na)
       12    0.000    0.000    0.000    0.000 spines.py:217(get_path)
        2    0.000    0.000    0.000    0.000 transforms.py:2093(__eq__)
        5    0.000    0.000    0.000    0.000 os.py:752(decode)
        2    0.000    0.000    0.000    0.000 axis.py:1599(set_label_text)
        3    0.000    0.000    0.000    0.000 argparse.py:1530(_get_handler)
        2    0.000    0.000    0.000    0.000 base.py:4615(_should_fallback_to_positional)
        2    0.000    0.000    0.000    0.000 axis.py:2160(get_minpos)
        2    0.000    0.000    0.000    0.000 _base.py:363(<listcomp>)
        1    0.000    0.000    0.000    0.000 shape_base.py:1171(tile)
       17    0.000    0.000    0.000    0.000 datetimes.py:2146(_maybe_infer_tz)
        4    0.000    0.000    0.000    0.000 figure.py:1703(<genexpr>)
        1    0.000    0.000    0.000    0.000 figure.py:66(__init__)
        2    0.000    0.000    0.000    0.000 patches.py:685(get_patch_transform)
        7    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        1    0.000    0.000    0.000    0.000 _backend_tk.py:491(destroy)
        4    0.000    0.000    0.000    0.000 offsetbox.py:163(<listcomp>)
        2    0.000    0.000    0.000    0.000 __init__.py:4066(blank)
       16    0.000    0.000    0.000    0.000 function_base.py:1148(_diff_dispatcher)
        3    0.000    0.000    0.000    0.000 _base.py:3635(get_yscale)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:939(__init__)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(unravel_index)
        3    0.000    0.000    0.000    0.000 gridspec.py:628(__hash__)
        1    0.000    0.000    0.000    0.000 rcsetup.py:163(validate_axisbelow)
        2    0.000    0.000    0.000    0.000 transforms.py:969(mutatedx)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1844(leave_notify_event)
        2    0.000    0.000    0.000    0.000 patches.py:2158(__init__)
      4/3    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
        1    0.000    0.000    0.000    0.000 console.py:53(in_interactive_session)
        7    0.000    0.000    0.000    0.000 base.py:3275(_can_reindex)
        2    0.000    0.000    0.000    0.000 transforms.py:2127(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:2006(getLogger)
       18    0.000    0.000    0.000    0.000 axis.py:361(<dictcomp>)
        2    0.000    0.000    0.000    0.000 figure.py:78(get)
        1    0.000    0.000    0.016    0.016 _backend_tk.py:523(__init__)
        7    0.000    0.000    0.000    0.000 common.py:88(validate_header_arg)
       12    0.000    0.000    0.000    0.000 offsetbox.py:473(<listcomp>)
        5    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        8    0.000    0.000    0.000    0.000 _base.py:2548(<genexpr>)
        8    0.000    0.000    0.000    0.000 colors.py:225(<genexpr>)
        3    0.000    0.000    0.000    0.000 linalg.py:194(_assert_stacked_2d)
        1    0.000    0.000    0.000    0.000 _strptime.py:80(__calc_weekday)
        8    0.000    0.000    0.000    0.000 axis.py:788(get_remove_overlapping_locs)
        2    0.000    0.000    0.000    0.000 series.py:849(_ixs)
        3    0.000    0.000    0.000    0.000 linalg.py:125(_realType)
        6    0.000    0.000    0.000    0.000 base.py:102(_freeze)
        1    0.000    0.000    0.000    0.000 transforms.py:2606(__init__)
       18    0.000    0.000    0.000    0.000 offsetbox.py:36(bbox_artist)
        2    0.000    0.000    0.000    0.000 axis.py:2460(get_minpos)
        2    0.000    0.000    0.000    0.000 legend_handler.py:161(get_xdata)
       12    0.000    0.000    0.000    0.000 legend.py:578(_get_loc)
        3    0.000    0.000    0.000    0.000 offsetbox.py:489(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:3419(get_ybound)
        1    0.000    0.000    0.000    0.000 argparse.py:1966(consume_positionals)
       18    0.000    0.000    0.000    0.000 axis.py:383(<dictcomp>)
       12    0.000    0.000    0.000    0.000 offsetbox.py:464(<listcomp>)
       18    0.000    0.000    0.000    0.000 axis.py:372(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:2821(delete)
        1    0.000    0.000    0.000    0.000 __init__.py:109(import_module)
        1    0.000    0.000    0.000    0.000 __init__.py:1323(_fixupParents)
        2    0.000    0.000    0.033    0.017 construction.py:709(_convert_object_array)
       12    0.000    0.000    0.000    0.000 axis.py:1579(set_units)
        8    0.000    0.000    0.000    0.000 blocks.py:229(fill_value)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(argsort)
        1    0.000    0.000    0.000    0.000 gridspec.py:508(__init__)
        4    0.000    0.000    0.000    0.000 axis.py:1048(_set_artist_props)
        3    0.000    0.000    0.000    0.000 transforms.py:931(minposx)
       10    0.000    0.000    0.000    0.000 format.py:1782(<listcomp>)
       16    0.000    0.000    0.000    0.000 scale.py:43(__init__)
        7    0.000    0.000    0.000    0.000 range.py:237(stop)
        7    0.000    0.000    0.000    0.000 parsers.py:1341(_validate_usecols_arg)
        3    0.000    0.000    0.000    0.000 gettext.py:750(gettext)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:999(argsort)
        2    0.000    0.000    0.000    0.000 _internal.py:303(data)
        4    0.000    0.000    0.000    0.000 legend_handler.py:69(_default_update_prop)
        2    0.000    0.000    0.000    0.000 backend_bases.py:3118(update)
        2    0.000    0.000    0.000    0.000 widgets.py:34(__init__)
       12    0.000    0.000    0.000    0.000 offsetbox.py:469(<listcomp>)
        1    0.000    0.000    3.590    3.590 __init__.py:1427(mainloop)
        4    0.000    0.000    0.000    0.000 spines.py:238(cla)
        1    0.000    0.000    0.000    0.000 __init__.py:214(_acquireLock)
        4    0.000    0.000    0.000    0.000 _base.py:897(get_axes_locator)
        2    0.000    0.000    0.000    0.000 ticker.py:644(get_offset)
        6    0.000    0.000    0.000    0.000 _base.py:535(get_window_extent)
        1    0.000    0.000    0.000    0.000 pyplot.py:619(get_fignums)
        1    0.000    0.000    0.000    0.000 ticker.py:1697(view_limits)
        1    0.000    0.000    0.000    0.000 figure.py:487(set_tight_layout)
        1    0.000    0.000    0.000    0.000 _base.py:2994(xaxis_inverted)
        1    0.000    0.000    0.000    0.000 _base.py:3008(get_xbound)
        1    0.000    0.000    0.000    0.000 console.py:64(check_main)
        1    0.000    0.000    0.000    0.000 figure.py:406(show)
        1    0.000    0.000    0.000    0.000 posixpath.py:117(splitext)
        7    0.000    0.000    0.000    0.000 series.py:4261(_needs_reindex_multi)
        1    0.000    0.000    0.000    0.000 figure.py:1959(sca)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1265(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:631(bubble)
        1    0.000    0.000    0.000    0.000 cast.py:1530(construct_1d_arraylike_from_scalar)
        2    0.000    0.000    0.000    0.000 patches.py:682(get_path)
        4    0.000    0.000    0.000    0.000 stats.py:153(annualization_factor)
        4    0.000    0.000    0.000    0.000 dates.py:1913(convert)
        7    0.000    0.000    0.000    0.000 {method 'set_noconvert' of 'pandas._libs.parsers.TextReader' objects}
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(full_like)
        1    0.000    0.000    0.000    0.000 function.py:192(validate_cum_func_with_skipna)
        7    0.000    0.000    0.000    0.000 parsers.py:1702(ix)
        1    0.000    0.000    0.000    0.000 figure.py:1907(_set_artist_props)
        2    0.000    0.000    0.000    0.000 _pylab_helpers.py:85(get_all_fig_managers)
        4    0.000    0.000    0.000    0.000 _base.py:1202(get_aspect)
        1    0.000    0.000    0.000    0.000 figure.py:168(__init__)
        2    0.000    0.000    0.000    0.000 artist.py:1033(get_zorder)
        7    0.000    0.000    0.000    0.000 range.py:260(step)
        1    0.000    0.000    0.000    0.000 legend.py:569(_set_loc)
        4    0.000    0.000    0.000    0.000 axis.py:1559(have_units)
        6    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1997(__init__)
        1    0.000    0.000    0.000    0.000 frequencies.py:283(fields)
        2    0.000    0.000    0.000    0.000 __init__.py:827(__init__)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(nanmin)
        4    0.000    0.000    0.000    0.000 legend.py:999(get_bbox_to_anchor)
        1    0.000    0.000    0.000    0.000 __init__.py:44(get_projection_class)
        1    0.000    0.000    0.000    0.000 figure.py:1070(_make_key)
        1    0.000    0.000    0.000    0.000 argparse.py:1043(__init__)
        7    0.000    0.000    0.000    0.000 parsers.py:398(_validate_names)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1653(_fix_ipython_backend2gui)
        2    0.000    0.000    0.000    0.000 format.py:1045(show_col_idx_names)
        1    0.000    0.000    0.000    0.000 config.py:402(__enter__)
        2    0.000    0.000    0.000    0.000 config_init.py:364(_deprecate_negative_int_max_colwidth)
        2    0.000    0.000    0.000    0.000 _base.py:129(__init__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        8    0.000    0.000    0.000    0.000 axis.py:1363(<listcomp>)
        9    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _strptime.py:88(__calc_month)
        1    0.000    0.000    0.000    0.000 _base.py:913(_gen_axes_patch)
        2    0.000    0.000    0.000    0.000 generic.py:1673(__iter__)
        1    0.000    0.000    0.000    0.000 __init__.py:505(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:2678(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:3020(bind)
        5    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 frequencies.py:212(deltas)
        2    0.000    0.000    0.000    0.000 {pandas._libs.internals.get_blkno_placements}
        2    0.000    0.000    0.000    0.000 transforms.py:1485(get_matrix)
        9    0.000    0.000    0.000    0.000 fromnumeric.py:2029(_clip_dispatcher)
        1    0.000    0.000    0.000    0.000 figure.py:544(set_constrained_layout_pads)
       12    0.000    0.000    0.000    0.000 argparse.py:2452(_check_value)
        1    0.000    0.000    0.000    0.000 argparse.py:1779(parse_args)
        3    0.000    0.000    0.000    0.000 {built-in method pandas._libs.writers.word_len}
        1    0.000    0.000    0.000    0.000 _base.py:3405(yaxis_inverted)
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 text.py:1214(set_fontproperties)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:78(has_fignum)
        2    0.000    0.000    0.000    0.000 legend_handler.py:80(adjust_drawing_area)
        4    0.000    0.000    0.000    0.000 transforms.py:1271(_iter_break_from_left_to_right)
        8    0.000    0.000    0.000    0.000 dates.py:1012(<dictcomp>)
        3    0.000    0.000    0.000    0.000 transforms.py:935(minposy)
       14    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        2    0.000    0.000    0.000    0.000 figure.py:140(current_key_axes)
        8    0.000    0.000    0.000    0.000 _backend_tk.py:27(_restore_foreground_window_at_end)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(nanstd)
        1    0.000    0.000    0.000    0.000 _axes.py:257(set_ylabel)
        1    0.000    0.000    0.000    0.000 cast.py:360(maybe_upcast_putmask)
        2    0.000    0.000    0.000    0.000 lines.py:1199(set_marker)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:1812(_nonzero_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'accumulate' of 'numpy.ufunc' objects}
